,Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away,Prev Leg Value,Home Score,Away Score,Prev Home Score,Prev Away Score,Leg Winner,First
645,0,3-6,VERLORENER ANWURF Home,380,501,121,0,Gurney D.,Wright P.,3-5,3,6,3,5,Away,True
646,1,3-6,VERLORENER ANWURF Home,380,361,0,140,Gurney D.,Wright P.,3-5,3,6,3,5,Away,False
647,2,3-6,VERLORENER ANWURF Home,280,361,100,0,Gurney D.,Wright P.,3-5,3,6,3,5,Away,False
648,3,3-6,VERLORENER ANWURF Home,280,221,0,140,Gurney D.,Wright P.,3-5,3,6,3,5,Away,False
649,4,3-6,VERLORENER ANWURF Home,140,221,140,0,Gurney D.,Wright P.,3-5,3,6,3,5,Away,False
650,5,3-6,VERLORENER ANWURF Home,140,121,0,100,Gurney D.,Wright P.,3-5,3,6,3,5,Away,False
651,6,3-6,VERLORENER ANWURF Home,40,121,100,0,Gurney D.,Wright P.,3-5,3,6,3,5,Away,False
652,0,3-7,,501,444,0,57,Gurney D.,Wright P.,3-6,3,7,3,6,Away,True
653,1,3-7,,416,444,85,0,Gurney D.,Wright P.,3-6,3,7,3,6,Away,False
654,2,3-7,,416,319,0,125,Gurney D.,Wright P.,3-6,3,7,3,6,Away,False
655,3,3-7,,316,319,100,0,Gurney D.,Wright P.,3-6,3,7,3,6,Away,False
656,4,3-7,,316,219,0,100,Gurney D.,Wright P.,3-6,3,7,3,6,Away,False
657,5,3-7,,188,219,128,0,Gurney D.,Wright P.,3-6,3,7,3,6,Away,False
658,6,3-7,,188,124,0,95,Gurney D.,Wright P.,3-6,3,7,3,6,Away,False
659,7,3-7,,94,124,94,0,Gurney D.,Wright P.,3-5,3,7,3,5,Away,False
660,8,3-7,,94,25,0,99,Gurney D.,Wright P.,3-5,3,7,3,5,Away,False
661,9,3-7,,34,25,60,0,Gurney D.,Wright P.,3-5,3,7,3,5,Away,False
662,0,4-7,,401,501,100,0,Gurney D.,Wright P.,3-7,4,7,3,7,Home,True
663,1,4-7,,401,441,0,60,Gurney D.,Wright P.,3-7,4,7,3,7,Home,False
664,2,4-7,,341,441,60,0,Gurney D.,Wright P.,3-7,4,7,3,7,Home,False
665,3,4-7,,341,384,0,57,Gurney D.,Wright P.,3-7,4,7,3,7,Home,False
666,4,4-7,,201,384,140,0,Gurney D.,Wright P.,3-7,4,7,3,7,Home,False
667,5,4-7,,201,204,0,180,Gurney D.,Wright P.,3-7,4,7,3,7,Home,False
668,6,4-7,,158,204,43,0,Gurney D.,Wright P.,3-7,4,7,3,7,Home,False
669,7,4-7,,158,24,0,180,Gurney D.,Wright P.,3-7,4,7,3,7,Home,False
670,0,4-8,,501,401,0,100,Gurney D.,Wright P.,4-7,4,8,4,7,Away,True
671,1,4-8,,401,401,100,0,Gurney D.,Wright P.,4-7,4,8,4,7,Away,False
672,2,4-8,,401,301,0,100,Gurney D.,Wright P.,4-7,4,8,4,7,Away,False
673,3,4-8,,301,301,100,0,Gurney D.,Wright P.,4-7,4,8,4,7,Away,False
674,4,4-8,,301,201,0,100,Gurney D.,Wright P.,4-7,4,8,4,7,Away,False
675,5,4-8,,80,62,221,139,Gurney D.,Wright P.,4-7,4,8,4,7,Away,False
676,6,4-8,,80,8,0,54,Gurney D.,Wright P.,4-7,4,8,4,7,Away,False
677,7,4-8,,40,8,40,0,Gurney D.,Wright P.,4-7,4,8,4,7,Away,False
678,0,4-9,VERLORENER ANWURF Home,450,501,51,0,Gurney D.,Wright P.,4-8,4,9,4,8,Away,True
679,1,4-9,VERLORENER ANWURF Home,450,405,0,96,Gurney D.,Wright P.,4-8,4,9,4,8,Away,False
680,2,4-9,VERLORENER ANWURF Home,390,405,60,0,Gurney D.,Wright P.,4-8,4,9,4,8,Away,False
681,3,4-9,VERLORENER ANWURF Home,390,271,0,134,Gurney D.,Wright P.,4-8,4,9,4,8,Away,False
682,4,4-9,VERLORENER ANWURF Home,332,271,58,0,Gurney D.,Wright P.,4-8,4,9,4,8,Away,False
683,5,4-9,VERLORENER ANWURF Home,332,186,0,85,Gurney D.,Wright P.,4-8,4,9,4,8,Away,False
684,6,4-9,VERLORENER ANWURF Home,232,186,100,0,Gurney D.,Wright P.,4-8,4,9,4,8,Away,False
685,7,4-9,VERLORENER ANWURF Home,232,41,0,145,Gurney D.,Wright P.,4-8,4,9,4,8,Away,False
686,8,4-9,VERLORENER ANWURF Home,170,41,62,0,Gurney D.,Wright P.,3-7,4,9,3,7,Home,False
687,9,4-9,VERLORENER ANWURF Home,170,20,0,21,Gurney D.,Wright P.,3-7,4,9,3,7,Home,False
688,10,4-9,VERLORENER ANWURF Home,72,20,98,0,Gurney D.,Wright P.,3-5,4,9,3,5,Home,False
689,0,4-10,,501,361,0,140,Gurney D.,Wright P.,4-9,4,10,4,9,Away,True
690,1,4-10,,406,361,95,0,Gurney D.,Wright P.,4-9,4,10,4,9,Away,False
691,2,4-10,,406,181,0,180,Gurney D.,Wright P.,4-9,4,10,4,9,Away,False
692,3,4-10,,320,181,86,0,Gurney D.,Wright P.,4-9,4,10,4,9,Away,False
693,4,4-10,,320,76,0,105,Gurney D.,Wright P.,4-9,4,10,4,9,Away,False
694,5,4-10,,257,76,63,0,Gurney D.,Wright P.,4-9,4,10,4,9,Away,False
695,0,0-1,VERLORENER ANWURF Home,443,501,58,0,Humphries L.,van Gerwen M.,4-10,0,1,4,10,Draw,True
696,1,0-1,VERLORENER ANWURF Home,443,443,0,58,Humphries L.,van Gerwen M.,4-10,0,1,4,10,Draw,False
697,2,0-1,VERLORENER ANWURF Home,303,443,140,0,Humphries L.,van Gerwen M.,4-10,0,1,4,10,Draw,False
698,3,0-1,VERLORENER ANWURF Home,303,347,0,96,Humphries L.,van Gerwen M.,4-10,0,1,4,10,Draw,False
699,4,0-1,VERLORENER ANWURF Home,208,347,95,0,Humphries L.,van Gerwen M.,4-10,0,1,4,10,Draw,False
700,5,0-1,VERLORENER ANWURF Home,208,207,0,140,Humphries L.,van Gerwen M.,4-10,0,1,4,10,Draw,False
701,6,0-1,VERLORENER ANWURF Home,160,207,48,0,Humphries L.,van Gerwen M.,4-9,0,1,4,9,Draw,False
702,7,0-1,VERLORENER ANWURF Home,160,67,0,140,Humphries L.,van Gerwen M.,4-9,0,1,4,9,Draw,False
703,8,0-1,VERLORENER ANWURF Home,40,67,120,0,Humphries L.,van Gerwen M.,4-9,0,1,4,9,Draw,False
704,0,0-2,,501,444,0,57,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,True
705,1,0-2,,456,444,45,0,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
706,2,0-2,,456,347,0,97,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
707,3,0-2,,395,347,61,0,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
708,4,0-2,,395,247,0,100,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
709,5,0-2,,299,247,96,0,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
710,6,0-2,,299,148,0,99,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
711,7,0-2,,160,148,139,0,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
712,8,0-2,,160,108,0,40,Humphries L.,van Gerwen M.,0-1,0,2,0,1,Away,False
713,9,0-2,,60,108,100,0,Humphries L.,van Gerwen M.,4-9,0,2,4,9,Draw,False
714,0,1-2,,321,501,180,0,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,True
715,1,1-2,,321,361,0,140,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,False
716,2,1-2,,221,361,100,0,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,False
717,3,1-2,,221,263,0,98,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,False
718,4,1-2,,125,263,96,0,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,False
719,5,1-2,,125,127,0,136,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,False
720,6,1-2,,40,127,85,0,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,False
721,7,1-2,,40,25,0,102,Humphries L.,van Gerwen M.,0-2,1,2,0,2,Home,False
722,0,1-3,,501,444,0,57,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,True
723,1,1-3,,405,444,96,0,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
724,2,1-3,,405,323,0,121,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
725,3,1-3,,309,323,96,0,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
726,4,1-3,,309,224,0,99,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
727,5,1-3,,250,224,59,0,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
728,6,1-3,,250,102,0,122,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
729,7,1-3,,70,102,180,0,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
730,8,1-3,,70,40,0,62,Humphries L.,van Gerwen M.,0-2,1,3,0,2,Home,False
731,9,1-3,,16,40,54,0,Humphries L.,van Gerwen M.,0-2,1,3,0,2,Home,False
732,10,1-3,,16,10,0,30,Humphries L.,van Gerwen M.,4-9,1,3,4,9,Draw,False
733,11,1-3,,16,10,0,0,Humphries L.,van Gerwen M.,1-2,1,3,1,2,Away,False
734,0,2-3,,401,501,100,0,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,True
735,1,2-3,,401,405,0,96,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,False
736,2,2-3,,267,405,134,0,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,False
737,3,2-3,,267,265,0,140,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,False
738,4,2-3,,136,265,131,0,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,False
739,5,2-3,,136,170,0,95,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,False
740,6,2-3,,32,170,104,0,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,False
741,7,2-3,,32,112,0,58,Humphries L.,van Gerwen M.,1-3,2,3,1,3,Home,False
742,0,2-4,,501,443,0,58,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,True
743,1,2-4,,442,443,59,0,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,False
744,2,2-4,,442,263,0,180,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,False
745,3,2-4,,383,263,59,0,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,False
746,4,2-4,,383,218,0,45,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,False
747,5,2-4,,288,218,95,0,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,False
748,6,2-4,,288,119,0,99,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,False
749,7,2-4,,148,119,140,0,Humphries L.,van Gerwen M.,2-3,2,4,2,3,Away,False
750,8,2-4,,148,20,0,99,Humphries L.,van Gerwen M.,1-3,2,4,1,3,Home,False
751,9,2-4,,48,20,100,0,Humphries L.,van Gerwen M.,1-3,2,4,1,3,Home,False
752,0,2-5,VERLORENER ANWURF Home,405,501,96,0,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,True
753,1,2-5,VERLORENER ANWURF Home,405,361,0,140,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
754,2,2-5,VERLORENER ANWURF Home,271,361,134,0,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
755,3,2-5,VERLORENER ANWURF Home,271,296,0,65,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
756,4,2-5,VERLORENER ANWURF Home,173,296,98,0,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
757,5,2-5,VERLORENER ANWURF Home,173,175,0,121,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
758,6,2-5,VERLORENER ANWURF Home,40,175,133,0,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
759,7,2-5,VERLORENER ANWURF Home,40,76,0,99,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
760,8,2-5,VERLORENER ANWURF Home,20,76,20,0,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
761,9,2-5,VERLORENER ANWURF Home,20,20,0,56,Humphries L.,van Gerwen M.,2-4,2,5,2,4,Away,False
762,10,2-5,VERLORENER ANWURF Home,5,20,15,0,Humphries L.,van Gerwen M.,1-3,2,5,1,3,Home,False
763,11,2-5,VERLORENER ANWURF Home,5,5,0,15,Humphries L.,van Gerwen M.,1-3,2,5,1,3,Home,False
764,12,2-5,VERLORENER ANWURF Home,4,5,1,0,Humphries L.,van Gerwen M.,0-1,2,5,0,1,Home,False
765,0,2-6,,501,321,0,180,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,True
766,1,2-6,,321,321,180,0,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,False
767,2,2-6,,321,224,0,97,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,False
768,3,2-6,,281,224,40,0,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,False
769,4,2-6,,281,44,0,180,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,False
770,5,2-6,,101,44,180,0,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,False
771,6,2-6,,101,8,0,36,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,False
772,7,2-6,,16,8,85,0,Humphries L.,van Gerwen M.,2-5,2,6,2,5,Away,False
773,0,3-6,,406,501,95,0,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,True
774,1,3-6,,406,455,0,46,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,False
775,2,3-6,,285,455,121,0,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,False
776,3,3-6,,285,336,0,119,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,False
777,4,3-6,,145,336,140,0,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,False
778,5,3-6,,145,202,0,134,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,False
779,6,3-6,,20,202,125,0,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,False
780,7,3-6,,20,62,0,140,Humphries L.,van Gerwen M.,2-6,3,6,2,6,Home,False
781,0,3-7,,501,401,0,100,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,True
782,1,3-7,,405,401,96,0,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,False
783,2,3-7,,405,317,0,84,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,False
784,3,3-7,,345,317,60,0,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,False
785,4,3-7,,345,177,0,140,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,False
786,5,3-7,,205,177,140,0,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,False
787,6,3-7,,205,97,0,80,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,False
788,7,3-7,,146,97,59,0,Humphries L.,van Gerwen M.,3-6,3,7,3,6,Away,False
789,0,4-7,,361,501,140,0,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,True
790,1,4-7,,361,462,0,39,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,False
791,2,4-7,,221,462,140,0,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,False
792,3,4-7,,221,404,0,58,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,False
793,4,4-7,,121,404,100,0,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,False
794,5,4-7,,121,361,0,43,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,False
795,6,4-7,,18,361,103,0,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,False
796,7,4-7,,18,272,0,89,Humphries L.,van Gerwen M.,3-7,4,7,3,7,Home,False
797,8,4-7,,8,272,10,0,Humphries L.,van Gerwen M.,2-5,4,7,2,5,Home,False
798,9,4-7,,8,227,0,45,Humphries L.,van Gerwen M.,2-5,4,7,2,5,Home,False
799,10,4-7,,4,227,4,0,Humphries L.,van Gerwen M.,2-5,4,7,2,5,Home,False
800,11,4-7,,4,132,0,95,Humphries L.,van Gerwen M.,2-5,4,7,2,5,Home,False
801,0,5-7,VERLORENER ANWURF Away,501,378,0,123,Humphries L.,van Gerwen M.,4-7,5,7,4,7,Home,True
802,1,5-7,VERLORENER ANWURF Away,442,378,59,0,Humphries L.,van Gerwen M.,4-7,5,7,4,7,Home,False
803,2,5-7,VERLORENER ANWURF Away,442,239,0,139,Humphries L.,van Gerwen M.,4-7,5,7,4,7,Home,False
804,3,5-7,VERLORENER ANWURF Away,262,239,180,0,Humphries L.,van Gerwen M.,4-7,5,7,4,7,Home,False
805,4,5-7,VERLORENER ANWURF Away,262,140,0,99,Humphries L.,van Gerwen M.,4-7,5,7,4,7,Home,False
806,5,5-7,VERLORENER ANWURF Away,82,140,180,0,Humphries L.,van Gerwen M.,4-7,5,7,4,7,Home,False
807,6,5-7,VERLORENER ANWURF Away,82,40,0,100,Humphries L.,van Gerwen M.,4-7,5,7,4,7,Home,False
808,0,6-7,,361,501,140,0,Humphries L.,van Gerwen M.,5-7,6,7,5,7,Home,True
809,1,6-7,,361,419,0,82,Humphries L.,van Gerwen M.,5-7,6,7,5,7,Home,False
810,2,6-7,,265,419,96,0,Humphries L.,van Gerwen M.,5-7,6,7,5,7,Home,False
811,3,6-7,,265,373,0,46,Humphries L.,van Gerwen M.,5-7,6,7,5,7,Home,False
812,4,6-7,,170,373,95,0,Humphries L.,van Gerwen M.,5-7,6,7,5,7,Home,False
813,5,6-7,,170,233,0,140,Humphries L.,van Gerwen M.,5-7,6,7,5,7,Home,False
814,6,6-7,,65,233,105,0,Humphries L.,van Gerwen M.,5-7,6,7,5,7,Home,False
815,7,6-7,,65,88,0,145,Humphries L.,van Gerwen M.,4-7,6,7,4,7,Home,False
816,0,6-8,,501,367,0,134,Humphries L.,van Gerwen M.,6-7,6,8,6,7,Away,True
817,1,6-8,,361,367,140,0,Humphries L.,van Gerwen M.,6-7,6,8,6,7,Away,False
818,2,6-8,,361,227,0,140,Humphries L.,van Gerwen M.,6-7,6,8,6,7,Away,False
819,3,6-8,,265,227,96,0,Humphries L.,van Gerwen M.,6-7,6,8,6,7,Away,False
820,4,6-8,,265,93,0,134,Humphries L.,van Gerwen M.,6-7,6,8,6,7,Away,False
821,5,6-8,,170,93,95,0,Humphries L.,van Gerwen M.,6-7,6,8,6,7,Away,False
822,0,6-9,VERLORENER ANWURF Home,441,501,60,0,Humphries L.,van Gerwen M.,6-8,6,9,6,8,Away,True
823,1,6-9,VERLORENER ANWURF Home,441,401,0,100,Humphries L.,van Gerwen M.,6-8,6,9,6,8,Away,False
824,2,6-9,VERLORENER ANWURF Home,341,401,100,0,Humphries L.,van Gerwen M.,6-8,6,9,6,8,Away,False
825,3,6-9,VERLORENER ANWURF Home,341,267,0,134,Humphries L.,van Gerwen M.,6-8,6,9,6,8,Away,False
826,4,6-9,VERLORENER ANWURF Home,241,267,100,0,Humphries L.,van Gerwen M.,6-8,6,9,6,8,Away,False
827,5,6-9,VERLORENER ANWURF Home,241,170,0,97,Humphries L.,van Gerwen M.,6-8,6,9,6,8,Away,False
828,6,6-9,VERLORENER ANWURF Home,141,170,100,0,Humphries L.,van Gerwen M.,6-7,6,9,6,7,Away,False
829,0,7-9,VERLORENER ANWURF Away,501,444,0,57,Humphries L.,van Gerwen M.,6-9,7,9,6,9,Home,True
830,1,7-9,VERLORENER ANWURF Away,364,444,137,0,Humphries L.,van Gerwen M.,6-9,7,9,6,9,Home,False
831,2,7-9,VERLORENER ANWURF Away,364,366,0,78,Humphries L.,van Gerwen M.,6-9,7,9,6,9,Home,False
832,3,7-9,VERLORENER ANWURF Away,224,366,140,0,Humphries L.,van Gerwen M.,6-9,7,9,6,9,Home,False
833,4,7-9,VERLORENER ANWURF Away,224,270,0,96,Humphries L.,van Gerwen M.,6-9,7,9,6,9,Home,False
834,5,7-9,VERLORENER ANWURF Away,124,270,100,0,Humphries L.,van Gerwen M.,6-9,7,9,6,9,Home,False
835,6,7-9,VERLORENER ANWURF Away,124,130,0,140,Humphries L.,van Gerwen M.,6-9,7,9,6,9,Home,False
836,7,7-9,VERLORENER ANWURF Away,68,130,56,0,Humphries L.,van Gerwen M.,6-7,7,9,6,7,Home,False
837,8,7-9,VERLORENER ANWURF Away,68,16,0,114,Humphries L.,van Gerwen M.,4-7,7,9,4,7,Home,False
838,9,7-9,VERLORENER ANWURF Away,32,16,36,0,Humphries L.,van Gerwen M.,4-7,7,9,4,7,Home,False
839,10,7-9,VERLORENER ANWURF Away,32,16,0,0,Humphries L.,van Gerwen M.,4-7,7,9,4,7,Home,False
840,0,8-9,,361,501,140,0,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,True
841,1,8-9,,361,361,0,140,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
842,2,8-9,,264,361,97,0,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
843,3,8-9,,264,261,0,100,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
844,4,8-9,,170,261,94,0,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
845,5,8-9,,170,170,0,91,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
846,6,8-9,,65,170,105,0,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
847,7,8-9,,65,80,0,90,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
848,8,8-9,,12,80,53,0,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
849,9,8-9,,12,39,0,41,Humphries L.,van Gerwen M.,7-9,8,9,7,9,Home,False
850,0,9-9,VERLORENER ANWURF Away,501,401,0,100,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,True
851,1,9-9,VERLORENER ANWURF Away,405,401,96,0,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
852,2,9-9,VERLORENER ANWURF Away,405,261,0,140,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
853,3,9-9,VERLORENER ANWURF Away,346,261,59,0,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
854,4,9-9,VERLORENER ANWURF Away,346,201,0,60,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
855,5,9-9,VERLORENER ANWURF Away,246,201,100,0,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
856,6,9-9,VERLORENER ANWURF Away,246,56,0,145,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
857,7,9-9,VERLORENER ANWURF Away,160,56,86,0,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
858,8,9-9,VERLORENER ANWURF Away,160,20,0,36,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
859,9,9-9,VERLORENER ANWURF Away,75,20,85,0,Humphries L.,van Gerwen M.,8-9,9,9,8,9,Home,False
860,10,9-9,VERLORENER ANWURF Away,75,5,0,15,Humphries L.,van Gerwen M.,7-9,9,9,7,9,Home,False
861,0,9-10,VERLORENER ANWURF Home,442,501,59,0,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,True
862,1,9-10,VERLORENER ANWURF Home,442,361,0,140,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
863,2,9-10,VERLORENER ANWURF Home,382,361,60,0,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
864,3,9-10,VERLORENER ANWURF Home,382,267,0,94,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
865,4,9-10,VERLORENER ANWURF Home,242,267,140,0,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
866,5,9-10,VERLORENER ANWURF Home,242,237,0,30,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
867,6,9-10,VERLORENER ANWURF Home,184,237,58,0,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
868,7,9-10,VERLORENER ANWURF Home,87,40,97,197,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
869,8,9-10,VERLORENER ANWURF Home,5,40,82,0,Humphries L.,van Gerwen M.,9-9,9,10,9,9,Away,False
870,0,0-1,,501,405,0,96,Littler L.,Dobey C.,9-10,0,1,9,10,Draw,True
871,1,0-1,,456,405,45,0,Littler L.,Dobey C.,9-10,0,1,9,10,Draw,False
872,2,0-1,,456,225,0,180,Littler L.,Dobey C.,9-10,0,1,9,10,Draw,False
873,3,0-1,,356,225,100,0,Littler L.,Dobey C.,9-10,0,1,9,10,Draw,False
874,4,0-1,,356,100,0,125,Littler L.,Dobey C.,9-10,0,1,9,10,Draw,False
875,5,0-1,,256,100,100,0,Littler L.,Dobey C.,9-10,0,1,9,10,Draw,False
876,0,1-1,,361,501,140,0,Littler L.,Dobey C.,0-1,1,1,0,1,Home,True
877,1,1-1,,361,367,0,134,Littler L.,Dobey C.,0-1,1,1,0,1,Home,False
878,2,1-1,,221,367,140,0,Littler L.,Dobey C.,0-1,1,1,0,1,Home,False
879,3,1-1,,221,227,0,140,Littler L.,Dobey C.,0-1,1,1,0,1,Home,False
880,4,1-1,,164,227,57,0,Littler L.,Dobey C.,0-1,1,1,0,1,Home,False
881,5,1-1,,164,47,0,180,Littler L.,Dobey C.,0-1,1,1,0,1,Home,False
882,6,1-1,,25,47,139,0,Littler L.,Dobey C.,9-10,1,1,9,10,Draw,False
883,7,1-1,,25,32,0,15,Littler L.,Dobey C.,9-10,1,1,9,10,Draw,False
884,0,1-2,,501,321,0,180,Littler L.,Dobey C.,1-1,1,2,1,1,Away,True
885,1,1-2,,321,321,180,0,Littler L.,Dobey C.,1-1,1,2,1,1,Away,False
886,2,1-2,,321,181,0,140,Littler L.,Dobey C.,1-1,1,2,1,1,Away,False
887,3,1-2,,264,181,57,0,Littler L.,Dobey C.,1-1,1,2,1,1,Away,False
888,4,1-2,,264,47,0,134,Littler L.,Dobey C.,1-1,1,2,1,1,Away,False
889,5,1-2,,164,47,100,0,Littler L.,Dobey C.,1-1,1,2,1,1,Away,False
890,6,1-2,,164,16,0,31,Littler L.,Dobey C.,1-1,1,2,1,1,Away,False
891,7,1-2,,24,16,140,0,Littler L.,Dobey C.,1-1,1,2,1,1,Away,False
892,0,2-2,,401,501,100,0,Littler L.,Dobey C.,1-2,2,2,1,2,Home,True
893,1,2-2,,401,441,0,60,Littler L.,Dobey C.,1-2,2,2,1,2,Home,False
894,2,2-2,,261,441,140,0,Littler L.,Dobey C.,1-2,2,2,1,2,Home,False
895,3,2-2,,261,350,0,91,Littler L.,Dobey C.,1-2,2,2,1,2,Home,False
896,4,2-2,,81,350,180,0,Littler L.,Dobey C.,1-2,2,2,1,2,Home,False
897,5,2-2,,81,250,0,100,Littler L.,Dobey C.,1-2,2,2,1,2,Home,False
898,6,2-2,,40,250,41,0,Littler L.,Dobey C.,1-2,2,2,1,2,Home,False
899,7,2-2,,40,190,0,60,Littler L.,Dobey C.,1-2,2,2,1,2,Home,False
900,0,2-3,,501,459,0,42,Littler L.,Dobey C.,2-2,2,3,2,2,Away,True
901,1,2-3,,361,459,140,0,Littler L.,Dobey C.,2-2,2,3,2,2,Away,False
902,2,2-3,,361,319,0,140,Littler L.,Dobey C.,2-2,2,3,2,2,Away,False
903,3,2-3,,318,319,43,0,Littler L.,Dobey C.,2-2,2,3,2,2,Away,False
904,4,2-3,,318,226,0,93,Littler L.,Dobey C.,2-2,2,3,2,2,Away,False
