,Leg,Leg Value,Throw-in,Value Home,Value Away,Throw Home,Throw Away,Player Home,Player Away,Prev Leg Value,Home Score,Away Score,Prev Home Score,Prev Away Score,Leg Winner,First
265,1,6-10,,321,446,0,55,Wright P.,Smith M.,5-10,6,10,5,10,Home,False
266,2,6-10,,245,446,76,0,Wright P.,Smith M.,5-10,6,10,5,10,Home,False
267,3,6-10,,245,357,0,89,Wright P.,Smith M.,5-10,6,10,5,10,Home,False
268,4,6-10,,65,357,180,0,Wright P.,Smith M.,5-10,6,10,5,10,Home,False
269,5,6-10,,65,257,0,100,Wright P.,Smith M.,5-10,6,10,5,10,Home,False
270,6,6-10,,8,257,57,0,Wright P.,Smith M.,5-10,6,10,5,10,Home,False
271,7,6-10,,8,216,0,41,Wright P.,Smith M.,5-10,6,10,5,10,Home,False
272,0,6-11,,501,380,0,121,Wright P.,Smith M.,6-10,6,11,6,10,Away,True
273,1,6-11,,441,380,60,0,Wright P.,Smith M.,6-10,6,11,6,10,Away,False
274,2,6-11,,441,280,0,100,Wright P.,Smith M.,6-10,6,11,6,10,Away,False
275,3,6-11,,361,280,80,0,Wright P.,Smith M.,6-10,6,11,6,10,Away,False
276,4,6-11,,361,239,0,41,Wright P.,Smith M.,6-10,6,11,6,10,Away,False
277,5,6-11,,268,239,93,0,Wright P.,Smith M.,6-10,6,11,6,10,Away,False
278,6,6-11,,268,139,0,100,Wright P.,Smith M.,6-10,6,11,6,10,Away,False
279,7,6-11,,168,139,100,0,Wright P.,Smith M.,6-10,6,11,6,10,Away,False
280,8,6-11,,168,48,0,91,Wright P.,Smith M.,4-8,6,11,4,8,Home,False
281,9,6-11,,28,48,140,0,Wright P.,Smith M.,4-8,6,11,4,8,Home,False
282,0,0-1,VERLORENER ANWURF Home,405,501,96,0,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,True
283,1,0-1,VERLORENER ANWURF Home,405,321,0,180,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
284,2,0-1,VERLORENER ANWURF Home,324,321,81,0,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
285,3,0-1,VERLORENER ANWURF Home,324,281,0,40,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
286,4,0-1,VERLORENER ANWURF Home,189,281,135,0,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
287,5,0-1,VERLORENER ANWURF Home,189,110,0,171,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
288,6,0-1,VERLORENER ANWURF Home,12,110,177,0,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
289,7,0-1,VERLORENER ANWURF Home,12,40,0,70,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
290,8,0-1,VERLORENER ANWURF Home,6,40,6,0,Littler L.,van Gerwen M.,6-11,0,1,6,11,Draw,False
291,0,0-2,,501,444,0,57,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,True
292,1,0-2,,321,444,180,0,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
293,2,0-2,,321,270,0,174,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
294,3,0-2,,266,270,55,0,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
295,4,0-2,,266,235,0,35,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
296,5,0-2,,208,235,58,0,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
297,6,0-2,,208,193,0,42,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
298,7,0-2,,68,193,140,0,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
299,8,0-2,,68,94,0,99,Littler L.,van Gerwen M.,0-1,0,2,0,1,Away,False
300,9,0-2,,20,94,48,0,Littler L.,van Gerwen M.,6-11,0,2,6,11,Draw,False
301,0,1-2,,404,501,97,0,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,True
302,1,1-2,,404,367,0,134,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,False
303,2,1-2,,264,367,140,0,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,False
304,3,1-2,,264,227,0,140,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,False
305,4,1-2,,124,227,140,0,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,False
306,5,1-2,,124,134,0,93,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,False
307,6,1-2,,25,134,99,0,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,False
308,7,1-2,,25,76,0,58,Littler L.,van Gerwen M.,0-2,1,2,0,2,Home,False
309,0,1-3,,501,404,0,97,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,True
310,1,1-3,,442,404,59,0,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,False
311,2,1-3,,442,306,0,98,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,False
312,3,1-3,,386,306,56,0,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,False
313,4,1-3,,386,207,0,99,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,False
314,5,1-3,,286,207,100,0,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,False
315,6,1-3,,286,73,0,134,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,False
316,7,1-3,,186,73,100,0,Littler L.,van Gerwen M.,1-2,1,3,1,2,Away,False
317,0,2-3,,361,501,140,0,Littler L.,van Gerwen M.,1-3,2,3,1,3,Home,True
318,1,2-3,,361,361,0,140,Littler L.,van Gerwen M.,1-3,2,3,1,3,Home,False
319,2,2-3,,231,361,130,0,Littler L.,van Gerwen M.,1-3,2,3,1,3,Home,False
320,3,2-3,,231,263,0,98,Littler L.,van Gerwen M.,1-3,2,3,1,3,Home,False
321,4,2-3,,51,263,180,0,Littler L.,van Gerwen M.,1-3,2,3,1,3,Home,False
322,5,2-3,,51,170,0,93,Littler L.,van Gerwen M.,1-3,2,3,1,3,Home,False
323,0,2-4,,501,321,0,180,Littler L.,van Gerwen M.,2-3,2,4,2,3,Away,True
324,1,2-4,,443,321,58,0,Littler L.,van Gerwen M.,2-3,2,4,2,3,Away,False
325,2,2-4,,443,241,0,80,Littler L.,van Gerwen M.,2-3,2,4,2,3,Away,False
326,3,2-4,,306,241,137,0,Littler L.,van Gerwen M.,2-3,2,4,2,3,Away,False
327,4,2-4,,306,96,0,145,Littler L.,van Gerwen M.,2-3,2,4,2,3,Away,False
328,5,2-4,,142,96,164,0,Littler L.,van Gerwen M.,2-3,2,4,2,3,Away,False
329,0,3-4,,401,501,100,0,Littler L.,van Gerwen M.,2-4,3,4,2,4,Home,True
330,1,3-4,,401,443,0,58,Littler L.,van Gerwen M.,2-4,3,4,2,4,Home,False
331,2,3-4,,308,443,93,0,Littler L.,van Gerwen M.,2-4,3,4,2,4,Home,False
332,3,3-4,,308,395,0,48,Littler L.,van Gerwen M.,2-4,3,4,2,4,Home,False
333,4,3-4,,146,395,162,0,Littler L.,van Gerwen M.,2-4,3,4,2,4,Home,False
334,5,3-4,,146,301,0,94,Littler L.,van Gerwen M.,2-4,3,4,2,4,Home,False
335,6,3-4,,60,301,86,0,Littler L.,van Gerwen M.,1-3,3,4,1,3,Home,False
336,7,3-4,,60,182,0,119,Littler L.,van Gerwen M.,1-3,3,4,1,3,Home,False
337,8,3-4,,20,182,40,0,Littler L.,van Gerwen M.,0-2,3,4,0,2,Home,False
338,9,3-4,,20,136,0,46,Littler L.,van Gerwen M.,0-2,3,4,0,2,Home,False
339,0,4-4,VERLORENER ANWURF Away,501,408,0,93,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,True
340,1,4-4,VERLORENER ANWURF Away,324,408,177,0,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
341,2,4-4,VERLORENER ANWURF Away,324,351,0,57,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
342,3,4-4,VERLORENER ANWURF Away,260,351,64,0,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
343,4,4-4,VERLORENER ANWURF Away,260,305,0,46,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
344,5,4-4,VERLORENER ANWURF Away,80,305,180,0,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
345,6,4-4,VERLORENER ANWURF Away,80,248,0,57,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
346,7,4-4,VERLORENER ANWURF Away,20,248,60,0,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
347,8,4-4,VERLORENER ANWURF Away,20,77,0,171,Littler L.,van Gerwen M.,3-4,4,4,3,4,Home,False
348,0,5-4,,321,501,180,0,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,True
349,1,5-4,,321,361,0,140,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,False
350,2,5-4,,261,361,60,0,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,False
351,3,5-4,,261,302,0,59,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,False
352,4,5-4,,81,302,180,0,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,False
353,5,5-4,,81,207,0,95,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,False
354,6,5-4,,40,207,41,0,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,False
355,7,5-4,,40,74,0,133,Littler L.,van Gerwen M.,4-4,5,4,4,4,Home,False
356,0,6-4,VERLORENER ANWURF Away,501,443,0,58,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,True
357,1,6-4,VERLORENER ANWURF Away,361,443,140,0,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,False
358,2,6-4,VERLORENER ANWURF Away,361,343,0,100,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,False
359,3,6-4,VERLORENER ANWURF Away,261,343,100,0,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,False
360,4,6-4,VERLORENER ANWURF Away,261,299,0,44,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,False
361,5,6-4,VERLORENER ANWURF Away,121,299,140,0,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,False
362,6,6-4,VERLORENER ANWURF Away,121,200,0,99,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,False
363,7,6-4,VERLORENER ANWURF Away,40,200,81,0,Littler L.,van Gerwen M.,5-4,6,4,5,4,Home,False
364,8,6-4,VERLORENER ANWURF Away,40,20,0,180,Littler L.,van Gerwen M.,4-4,6,4,4,4,Home,False
365,0,7-4,,402,501,99,0,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,True
366,1,7-4,,402,321,0,180,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,False
367,2,7-4,,262,321,140,0,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,False
368,3,7-4,,262,264,0,57,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,False
369,4,7-4,,122,264,140,0,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,False
370,5,7-4,,122,166,0,98,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,False
371,6,7-4,,40,166,82,0,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,False
372,7,7-4,,40,72,0,94,Littler L.,van Gerwen M.,6-4,7,4,6,4,Home,False
373,0,8-4,VERLORENER ANWURF Away,501,469,0,32,Littler L.,van Gerwen M.,7-4,8,4,7,4,Home,True
374,1,8-4,VERLORENER ANWURF Away,321,469,180,0,Littler L.,van Gerwen M.,7-4,8,4,7,4,Home,False
375,2,8-4,VERLORENER ANWURF Away,321,384,0,85,Littler L.,van Gerwen M.,7-4,8,4,7,4,Home,False
376,3,8-4,VERLORENER ANWURF Away,181,384,140,0,Littler L.,van Gerwen M.,7-4,8,4,7,4,Home,False
377,4,8-4,VERLORENER ANWURF Away,181,250,0,134,Littler L.,van Gerwen M.,7-4,8,4,7,4,Home,False
378,5,8-4,VERLORENER ANWURF Away,40,250,141,0,Littler L.,van Gerwen M.,7-4,8,4,7,4,Home,False
379,6,8-4,VERLORENER ANWURF Away,40,160,0,90,Littler L.,van Gerwen M.,7-4,8,4,7,4,Home,False
380,0,9-4,,362,501,139,0,Littler L.,van Gerwen M.,8-4,9,4,8,4,Home,True
381,1,9-4,,362,417,0,84,Littler L.,van Gerwen M.,8-4,9,4,8,4,Home,False
382,2,9-4,,302,417,60,0,Littler L.,van Gerwen M.,8-4,9,4,8,4,Home,False
383,3,9-4,,302,321,0,96,Littler L.,van Gerwen M.,8-4,9,4,8,4,Home,False
384,4,9-4,,176,321,126,0,Littler L.,van Gerwen M.,8-4,9,4,8,4,Home,False
385,5,9-4,,176,182,0,139,Littler L.,van Gerwen M.,8-4,9,4,8,4,Home,False
386,6,9-4,,42,182,134,0,Littler L.,van Gerwen M.,8-4,9,4,8,4,Home,False
387,7,9-4,,42,101,0,81,Littler L.,van Gerwen M.,7-4,9,4,7,4,Home,False
388,0,10-4,VERLORENER ANWURF Away,501,423,0,78,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,True
389,1,10-4,VERLORENER ANWURF Away,381,423,120,0,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,False
390,2,10-4,VERLORENER ANWURF Away,381,292,0,131,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,False
391,3,10-4,VERLORENER ANWURF Away,340,292,41,0,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,False
392,4,10-4,VERLORENER ANWURF Away,340,207,0,85,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,False
393,5,10-4,VERLORENER ANWURF Away,160,207,180,0,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,False
394,6,10-4,VERLORENER ANWURF Away,160,112,0,95,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,False
395,7,10-4,VERLORENER ANWURF Away,20,112,140,0,Littler L.,van Gerwen M.,9-4,10,4,9,4,Home,False
396,8,10-4,VERLORENER ANWURF Away,20,58,0,54,Littler L.,van Gerwen M.,6-4,10,4,6,4,Home,False
397,0,11-4,,401,501,100,0,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,True
398,1,11-4,,401,420,0,81,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,False
399,2,11-4,,221,420,180,0,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,False
400,3,11-4,,221,299,0,121,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,False
401,4,11-4,,164,299,57,0,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,False
402,5,11-4,,164,135,0,164,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,False
403,6,11-4,,72,135,92,0,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,False
404,7,11-4,,72,24,0,111,Littler L.,van Gerwen M.,10-4,11,4,10,4,Home,False
405,0,1-0,,410,501,91,0,Cross R.,Smith M.,11-4,1,0,11,4,Draw,True
406,1,1-0,,410,321,0,180,Cross R.,Smith M.,11-4,1,0,11,4,Draw,False
407,2,1-0,,326,321,84,0,Cross R.,Smith M.,11-4,1,0,11,4,Draw,False
408,3,1-0,,326,261,0,60,Cross R.,Smith M.,11-4,1,0,11,4,Draw,False
409,4,1-0,,284,261,42,0,Cross R.,Smith M.,11-4,1,0,11,4,Draw,False
410,5,1-0,,284,130,0,131,Cross R.,Smith M.,11-4,1,0,11,4,Draw,False
411,6,1-0,,149,130,135,0,Cross R.,Smith M.,11-4,1,0,11,4,Draw,False
412,7,1-0,,149,88,0,42,Cross R.,Smith M.,11-4,1,0,11,4,Draw,False
413,8,1-0,,52,88,97,0,Cross R.,Smith M.,10-4,1,0,10,4,Draw,False
414,9,1-0,,52,25,0,63,Cross R.,Smith M.,3-4,1,0,3,4,Draw,False
415,0,1-1,,501,456,0,45,Cross R.,Smith M.,1-0,1,1,1,0,Away,True
416,1,1-1,,444,456,57,0,Cross R.,Smith M.,1-0,1,1,1,0,Away,False
417,2,1-1,,444,276,0,180,Cross R.,Smith M.,1-0,1,1,1,0,Away,False
418,3,1-1,,344,276,100,0,Cross R.,Smith M.,1-0,1,1,1,0,Away,False
419,4,1-1,,344,96,0,180,Cross R.,Smith M.,1-0,1,1,1,0,Away,False
420,5,1-1,,248,96,96,0,Cross R.,Smith M.,1-0,1,1,1,0,Away,False
421,0,2-1,,401,501,100,0,Cross R.,Smith M.,1-1,2,1,1,1,Home,True
422,1,2-1,,401,406,0,95,Cross R.,Smith M.,1-1,2,1,1,1,Home,False
423,2,2-1,,276,406,125,0,Cross R.,Smith M.,1-1,2,1,1,1,Home,False
424,3,2-1,,276,311,0,95,Cross R.,Smith M.,1-1,2,1,1,1,Home,False
425,4,2-1,,218,311,58,0,Cross R.,Smith M.,1-1,2,1,1,1,Home,False
426,5,2-1,,218,220,0,91,Cross R.,Smith M.,1-1,2,1,1,1,Home,False
427,6,2-1,,118,220,100,0,Cross R.,Smith M.,1-0,2,1,1,0,Home,False
428,7,2-1,,118,40,0,180,Cross R.,Smith M.,1-0,2,1,1,0,Home,False
429,0,2-2,,501,405,0,96,Cross R.,Smith M.,2-1,2,2,2,1,Away,True
430,1,2-2,,443,405,58,0,Cross R.,Smith M.,2-1,2,2,2,1,Away,False
431,2,2-2,,443,265,0,140,Cross R.,Smith M.,2-1,2,2,2,1,Away,False
432,3,2-2,,344,265,99,0,Cross R.,Smith M.,2-1,2,2,2,1,Away,False
433,4,2-2,,344,179,0,86,Cross R.,Smith M.,2-1,2,2,2,1,Away,False
434,5,2-2,,286,179,58,0,Cross R.,Smith M.,2-1,2,2,2,1,Away,False
435,6,2-2,,286,120,0,59,Cross R.,Smith M.,2-1,2,2,2,1,Away,False
436,7,2-2,,186,120,100,0,Cross R.,Smith M.,2-1,2,2,2,1,Away,False
437,0,3-2,,321,501,180,0,Cross R.,Smith M.,2-2,3,2,2,2,Home,True
438,1,3-2,,321,441,0,60,Cross R.,Smith M.,2-2,3,2,2,2,Home,False
439,2,3-2,,243,441,78,0,Cross R.,Smith M.,2-2,3,2,2,2,Home,False
440,3,3-2,,243,403,0,38,Cross R.,Smith M.,2-2,3,2,2,2,Home,False
441,4,3-2,,103,403,140,0,Cross R.,Smith M.,2-2,3,2,2,2,Home,False
442,5,3-2,,103,303,0,100,Cross R.,Smith M.,2-2,3,2,2,2,Home,False
443,0,3-3,,501,361,0,140,Cross R.,Smith M.,3-2,3,3,3,2,Away,True
444,1,3-3,,402,361,99,0,Cross R.,Smith M.,3-2,3,3,3,2,Away,False
445,2,3-3,,402,181,0,180,Cross R.,Smith M.,3-2,3,3,3,2,Away,False
446,3,3-3,,262,181,140,0,Cross R.,Smith M.,3-2,3,3,3,2,Away,False
447,4,3-3,,262,85,0,96,Cross R.,Smith M.,3-2,3,3,3,2,Away,False
448,5,3-3,,179,85,83,0,Cross R.,Smith M.,3-2,3,3,3,2,Away,False
449,6,3-3,,179,8,0,77,Cross R.,Smith M.,2-2,3,3,2,2,Home,False
450,7,3-3,,94,8,85,0,Cross R.,Smith M.,2-2,3,3,2,2,Home,False
451,0,3-4,VERLORENER ANWURF Home,402,501,99,0,Cross R.,Smith M.,3-3,3,4,3,3,Away,True
452,1,3-4,VERLORENER ANWURF Home,402,361,0,140,Cross R.,Smith M.,3-3,3,4,3,3,Away,False
453,2,3-4,VERLORENER ANWURF Home,344,361,58,0,Cross R.,Smith M.,3-3,3,4,3,3,Away,False
454,3,3-4,VERLORENER ANWURF Home,344,181,0,180,Cross R.,Smith M.,3-3,3,4,3,3,Away,False
455,4,3-4,VERLORENER ANWURF Home,259,181,85,0,Cross R.,Smith M.,3-3,3,4,3,3,Away,False
456,5,3-4,VERLORENER ANWURF Home,259,32,0,149,Cross R.,Smith M.,3-3,3,4,3,3,Away,False
457,6,3-4,VERLORENER ANWURF Home,122,32,137,0,Cross R.,Smith M.,3-3,3,4,3,3,Away,False
458,0,3-5,,501,441,0,60,Cross R.,Smith M.,3-4,3,5,3,4,Away,True
459,1,3-5,,361,441,140,0,Cross R.,Smith M.,3-4,3,5,3,4,Away,False
460,2,3-5,,361,341,0,100,Cross R.,Smith M.,3-4,3,5,3,4,Away,False
461,3,3-5,,261,341,100,0,Cross R.,Smith M.,3-4,3,5,3,4,Away,False
462,4,3-5,,261,201,0,140,Cross R.,Smith M.,3-4,3,5,3,4,Away,False
463,5,3-5,,202,201,59,0,Cross R.,Smith M.,3-4,3,5,3,4,Away,False
464,6,3-5,,202,67,0,134,Cross R.,Smith M.,3-4,3,5,3,4,Away,False
465,7,3-5,,158,67,44,0,Cross R.,Smith M.,3-3,3,5,3,3,Away,False
466,8,3-5,,158,20,0,47,Cross R.,Smith M.,1-0,3,5,1,0,Home,False
467,9,3-5,,62,20,96,0,Cross R.,Smith M.,1-0,3,5,1,0,Home,False
468,0,4-5,,361,501,140,0,Cross R.,Smith M.,3-5,4,5,3,5,Home,True
469,1,4-5,,361,367,0,134,Cross R.,Smith M.,3-5,4,5,3,5,Home,False
470,2,4-5,,181,367,180,0,Cross R.,Smith M.,3-5,4,5,3,5,Home,False
471,3,4-5,,181,227,0,140,Cross R.,Smith M.,3-5,4,5,3,5,Home,False
472,4,4-5,,88,227,93,0,Cross R.,Smith M.,3-5,4,5,3,5,Home,False
473,5,4-5,,88,96,0,131,Cross R.,Smith M.,3-5,4,5,3,5,Home,False
474,6,4-5,,43,96,45,0,Cross R.,Smith M.,3-5,4,5,3,5,Home,False
475,7,4-5,,43,24,0,72,Cross R.,Smith M.,3-5,4,5,3,5,Home,False
476,0,5-5,VERLORENER ANWURF Away,501,410,0,91,Cross R.,Smith M.,4-5,5,5,4,5,Home,True
477,1,5-5,VERLORENER ANWURF Away,401,410,100,0,Cross R.,Smith M.,4-5,5,5,4,5,Home,False
478,2,5-5,VERLORENER ANWURF Away,401,368,0,42,Cross R.,Smith M.,4-5,5,5,4,5,Home,False
479,3,5-5,VERLORENER ANWURF Away,261,368,140,0,Cross R.,Smith M.,4-5,5,5,4,5,Home,False
480,4,5-5,VERLORENER ANWURF Away,261,308,0,60,Cross R.,Smith M.,4-5,5,5,4,5,Home,False
481,5,5-5,VERLORENER ANWURF Away,81,308,180,0,Cross R.,Smith M.,4-5,5,5,4,5,Home,False
482,6,5-5,VERLORENER ANWURF Away,81,128,0,180,Cross R.,Smith M.,4-5,5,5,4,5,Home,False
483,0,5-6,VERLORENER ANWURF Home,402,501,99,0,Cross R.,Smith M.,5-5,5,6,5,5,Away,True
484,1,5-6,VERLORENER ANWURF Home,402,380,0,121,Cross R.,Smith M.,5-5,5,6,5,5,Away,False
485,2,5-6,VERLORENER ANWURF Home,268,380,134,0,Cross R.,Smith M.,5-5,5,6,5,5,Away,False
486,3,5-6,VERLORENER ANWURF Home,268,280,0,100,Cross R.,Smith M.,5-5,5,6,5,5,Away,False
487,4,5-6,VERLORENER ANWURF Home,210,280,58,0,Cross R.,Smith M.,5-5,5,6,5,5,Away,False
488,5,5-6,VERLORENER ANWURF Home,210,220,0,60,Cross R.,Smith M.,5-5,5,6,5,5,Away,False
489,6,5-6,VERLORENER ANWURF Home,154,220,56,0,Cross R.,Smith M.,5-5,5,6,5,5,Away,False
490,7,5-6,VERLORENER ANWURF Home,154,160,0,60,Cross R.,Smith M.,4-5,5,6,4,5,Home,False
491,8,5-6,VERLORENER ANWURF Home,96,160,58,0,Cross R.,Smith M.,3-5,5,6,3,5,Home,False
492,9,5-6,VERLORENER ANWURF Home,96,75,0,85,Cross R.,Smith M.,3-5,5,6,3,5,Home,False
493,10,5-6,VERLORENER ANWURF Home,36,75,60,0,Cross R.,Smith M.,4-8,5,6,4,8,Home,False
494,0,5-7,,501,321,0,180,Cross R.,Smith M.,5-6,5,7,5,6,Away,True
495,1,5-7,,444,321,57,0,Cross R.,Smith M.,5-6,5,7,5,6,Away,False
496,2,5-7,,444,221,0,100,Cross R.,Smith M.,5-6,5,7,5,6,Away,False
497,3,5-7,,348,221,96,0,Cross R.,Smith M.,5-6,5,7,5,6,Away,False
498,4,5-7,,348,128,0,93,Cross R.,Smith M.,5-6,5,7,5,6,Away,False
499,5,5-7,,248,128,100,0,Cross R.,Smith M.,5-6,5,7,5,6,Away,False
500,0,6-7,,405,501,96,0,Cross R.,Smith M.,5-7,6,7,5,7,Home,True
501,1,6-7,,405,370,0,131,Cross R.,Smith M.,5-7,6,7,5,7,Home,False
502,2,6-7,,265,370,140,0,Cross R.,Smith M.,5-7,6,7,5,7,Home,False
503,3,6-7,,265,270,0,100,Cross R.,Smith M.,5-7,6,7,5,7,Home,False
504,4,6-7,,208,270,57,0,Cross R.,Smith M.,5-7,6,7,5,7,Home,False
505,5,6-7,,208,90,0,180,Cross R.,Smith M.,5-7,6,7,5,7,Home,False
506,6,6-7,,110,90,98,0,Cross R.,Smith M.,5-6,6,7,5,6,Home,False
507,7,6-7,,110,15,0,75,Cross R.,Smith M.,5-6,6,7,5,6,Home,False
508,8,6-7,,18,15,92,0,Cross R.,Smith M.,5-6,6,7,5,6,Home,False
509,9,6-7,,18,2,0,13,Cross R.,Smith M.,5-6,6,7,5,6,Home,False
510,0,7-7,VERLORENER ANWURF Away,501,444,0,57,Cross R.,Smith M.,6-7,7,7,6,7,Home,True
511,1,7-7,VERLORENER ANWURF Away,441,444,60,0,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
512,2,7-7,VERLORENER ANWURF Away,441,404,0,40,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
513,3,7-7,VERLORENER ANWURF Away,344,404,97,0,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
514,4,7-7,VERLORENER ANWURF Away,344,344,0,60,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
515,5,7-7,VERLORENER ANWURF Away,210,344,134,0,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
516,6,7-7,VERLORENER ANWURF Away,210,244,0,100,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
517,7,7-7,VERLORENER ANWURF Away,70,244,140,0,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
518,8,7-7,VERLORENER ANWURF Away,70,144,0,100,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
519,9,7-7,VERLORENER ANWURF Away,8,144,62,0,Cross R.,Smith M.,6-7,7,7,6,7,Home,False
520,10,7-7,VERLORENER ANWURF Away,8,85,0,59,Cross R.,Smith M.,5-6,7,7,5,6,Home,False
521,0,8-7,,321,501,180,0,Cross R.,Smith M.,7-7,8,7,7,7,Home,True
522,1,8-7,,321,401,0,100,Cross R.,Smith M.,7-7,8,7,7,7,Home,False
523,2,8-7,,264,401,57,0,Cross R.,Smith M.,7-7,8,7,7,7,Home,False
524,3,8-7,,264,221,0,180,Cross R.,Smith M.,7-7,8,7,7,7,Home,False
525,4,8-7,,124,221,140,0,Cross R.,Smith M.,7-7,8,7,7,7,Home,False
526,5,8-7,,124,81,0,140,Cross R.,Smith M.,7-7,8,7,7,7,Home,False
527,6,8-7,,25,81,99,0,Cross R.,Smith M.,7-7,8,7,7,7,Home,False
528,7,8-7,,25,12,0,69,Cross R.,Smith M.,7-7,8,7,7,7,Home,False
529,0,9-7,VERLORENER ANWURF Away,501,373,0,128,Cross R.,Smith M.,8-7,9,7,8,7,Home,True
530,1,9-7,VERLORENER ANWURF Away,367,373,134,0,Cross R.,Smith M.,8-7,9,7,8,7,Home,False
531,2,9-7,VERLORENER ANWURF Away,367,294,0,79,Cross R.,Smith M.,8-7,9,7,8,7,Home,False
532,3,9-7,VERLORENER ANWURF Away,248,294,119,0,Cross R.,Smith M.,8-7,9,7,8,7,Home,False
533,4,9-7,VERLORENER ANWURF Away,248,234,0,60,Cross R.,Smith M.,8-7,9,7,8,7,Home,False
